Order ID,Date,Product ID,Category,Gender, Age,Item Purchased,Order Location,Sales Price,Quantity,Total Sales,Rating
145870,1/22/2024,BF1550,Accessories,Male,18,Gloves,Cardiff,97,2,274,4
136732,6/12/2024,BF1544,Footwear,Male,26,Shoes,Cardiff,9,2,98,5
191495,12/14/2023,BF1546,Garment,Female,21,Jeans,Glasgow,118,3,474,3
169331,3/20/2024,BF1545,Garment,Female,23,Hoodie,San Francisco,10,2,20,3
151140,12/10/2023,BF1551,Accessories,Male,29,Sunglasses,Detroit,15,2,30,3
187087,11/21/2023,BF1551,Outerwear,Male,35,Coat,Detroit,15,1,15,4
131554,10/20/2024,BF1551,Garment,Male,23,Socks,Pittsburgh,15,1,15,3
123826,5/8/2024,BF1549,Footwear,Male,21,Boots,Miami,130,1,130,1
135782,3/14/2024,BF1554,Accessories,Female,27,Sunglasses,Portland,20,1,20,4
123608,7/28/2024,BF1548,Accessories,Male,33,Backpack,Cleveland,65,1,65,5
123848,3/24/2024,BF1551,Outerwear,Male,20,Jacket,Detroit,15,1,15,4
165876,7/18/2024,BF1545,Footwear,Female,18,Sneakers,Detroit,10,1,10,5
192958,11/20/2023,BF1551,Garment,Male,34,Socks,Las Vegas,15,2,30,4
169192,9/29/2024,BF1551,Garment,Male,30,T-shirt,Detroit,15,1,15,5
158535,1/5/2024,BF1552,Accessories,Female,28,Backpack,Cardiff,45,3,255,2
147567,6/27/2024,BF1547,Accessories,Male,23,Belt,Detroit,32,2,64,5
137542,12/22/2023,BF1555,Accessories,Female,25,Gloves,Austin,23,1,23,4
196642,1/10/2024,BF1548,Accessories,Male,25,Hat,New York,65,2,130,4
186569,10/24/2024,BF1550,Outerwear,Male,32,Coat,Detroit,97,5,485,5
194909,11/13/2023,BF1552,Garment,Female,25,Skirt,San Antonio,45,2,90,1
170579,3/8/2024,BF1544,Footwear,Male,27,Shoes,San Antonio,9,1,9,3
138353,11/24/2023,BF1546,Footwear,Female,21,Sandals,Detroit,118,1,118,1
199565,6/13/2024,BF1555,Garment,Female,20,Sweater,San Antonio,23,2,46,3
147676,7/31/2024,BF1551,Outerwear,Male,34,Coat,New York,15,5,75,5
138964,8/12/2024,BF1544,Accessories,Male,29,Hat,New Delhi,9,1,79,5
141276,10/28/2024,BF1549,Garment,Male,18,Shorts,New Jersey,130,1,130,3
181005,3/22/2024,BF1549,Accessories,Female,25,Backpack,Toronto,130,1,155,4
149143,6/1/2024,BF1554,Garment,Female,23,Sweater,Las Vegas,20,1,20,4
171098,9/25/2024,BF1550,Garment,Female,25,Sweater,Sacramento,97,1,97,4
191971,2/23/2024,BF1552,Garment,Male,31,Shorts,Miami,45,4,180,4
153977,2/1/2024,BF1555,Garment,Male,32,Shorts,New Jersey,23,1,23,5
175759,11/24/2023,BF1545,Garment,Male,28,Sweater,Las Vegas,10,3,30,5
153093,11/14/2023,BF1544,Accessories,Male,19,Scarf,London,9,2,98,5
134449,9/24/2024,BF1548,Garment,Female,26,Dress,Portland,65,1,65,2
139314,5/28/2024,BF1543,Accessories,Male,31,Scarf,Mumbai,100,1,170,4
199994,10/30/2024,BF1553,Garment,Male,18,Skirt,Las Vegas,50,3,150,5
130113,9/22/2024,BF1544,Accessories,Female,18,Backpack,New York,9,1,9,4
170515,4/3/2024,BF1548,Garment,Male,30,Sweater,Sacramento,65,1,65,4
153570,8/31/2024,BF1543,Accessories,Male,35,Hat,Memphis,100,1,100,3
146290,8/30/2024,BF1545,Footwear,Male,29,Sandals,San Francisco,10,3,30,5
168381,4/4/2024,BF1544,Garment,Male,19,Blouse,Memphis,9,3,27,4
165081,11/13/2023,BF1550,Footwear,Female,26,Sneakers,Glasgow,97,2,274,3
183974,10/7/2024,BF1545,Garment,Male,34,Skirt,Cleveland,10,2,20,3
125537,1/16/2024,BF1548,Outerwear,Male,29,Coat,Memphis,65,2,130,2
191604,9/17/2024,BF1545,Garment,Male,35,Shirt,Miami,10,1,10,2
189849,2/8/2024,BF1547,Accessories,Male,31,Gloves,Portland,32,2,64,5
127493,8/28/2024,BF1545,Outerwear,Male,29,Jacket,Pittsburgh,10,5,50,4
124056,11/18/2023,BF1547,Outerwear,Female,18,Coat,Sacramento,32,1,32,5
199100,2/4/2024,BF1544,Footwear,Male,35,Shoes,Las Vegas,9,1,9,5
185431,2/27/2024,BF1551,Accessories,Female,26,Jewelry,Dublin,15,1,55,5
155300,9/12/2024,BF1551,Garment,Female,22,Skirt,Manchester,15,5,275,1
140731,12/12/2023,BF1550,Footwear,Female,30,Shoes,Toronto,97,1,122,3
166773,11/12/2023,BF1554,Accessories,Female,24,Gloves,Austin,20,2,40,2
186643,12/20/2023,BF1548,Garment,Male,24,Pants,Sacramento,65,1,65,5
182192,2/2/2024,BF1546,Footwear,Male,27,Boots,Memphis,118,1,118,4
196273,8/19/2024,BF1548,Accessories,Female,26,Sunglasses,London,65,1,105,4
126824,5/2/2024,BF1551,Garment,Male,29,Shirt,Portland,15,5,75,5
148399,1/6/2024,BF1547,Garment,Male,33,Hoodie,Sacramento,32,1,32,5
146753,2/25/2024,BF1553,Garment,Male,30,Dress,San Antonio,50,2,100,1
148705,1/4/2024,BF1549,Garment,Male,29,Socks,Toronto,130,1,155,4
166666,11/10/2023,BF1545,Garment,Female,35,Shorts,Dublin,10,1,50,3
182416,12/18/2023,BF1555,Accessories,Female,32,Hat,New Delhi,23,2,186,4
158629,5/14/2024,BF1552,Garment,Female,32,Shirt,New York,45,1,45,4
158850,8/25/2024,BF1548,Accessories,Male,28,Gloves,Glasgow,65,1,105,4
128193,5/10/2024,BF1551,Accessories,Male,23,Gloves,Cleveland,15,2,30,5
191979,7/25/2024,BF1554,Accessories,Male,35,Backpack,Cleveland,20,1,20,2
140154,11/19/2023,BF1544,Accessories,Male,18,Sunglasses,London,9,1,49,5
127437,6/8/2024,BF1544,Garment,Male,23,Skirt,San Antonio,9,1,9,3
194812,2/8/2024,BF1548,Accessories,Female,34,Handbag,Miami,65,4,260,5
199077,3/24/2024,BF1544,Accessories,Male,23,Handbag,Memphis,9,1,9,5
134543,8/1/2024,BF1543,Footwear,Male,20,Sneakers,New Delhi,100,4,680,5
177295,4/5/2024,BF1548,Accessories,Female,24,Gloves,Manchester,65,2,210,5
195115,5/25/2024,BF1543,Footwear,Male,18,Shoes,Liverpool,100,2,280,4
134487,3/19/2024,BF1551,Outerwear,Male,22,Jacket,Austin,15,4,60,5
161617,5/1/2024,BF1553,Garment,Male,28,Shirt,New York,50,4,200,4
123244,11/30/2023,BF1551,Garment,Male,34,Shorts,Pittsburgh,15,3,45,3
124180,4/29/2024,BF1548,Accessories,Male,22,Jewelry,Detroit,65,2,130,4
199233,5/16/2024,BF1548,Accessories,Male,31,Hat,Miami,65,1,65,5
167366,12/26/2023,BF1550,Footwear,Female,25,Shoes,San Antonio,97,4,388,5
136897,5/20/2024,BF1552,Outerwear,Male,29,Coat,San Antonio,45,2,90,2
196235,2/24/2024,BF1548,Accessories,Male,29,Backpack,New York,65,5,325,5
121457,10/23/2024,BF1551,Garment,Male,18,Hoodie,Paris,15,1,65,4
197590,1/20/2024,BF1543,Garment,Male,19,Skirt,Portland,100,3,300,3
149173,7/5/2024,BF1545,Footwear,Female,23,Boots,New York,10,1,10,4
150160,6/25/2024,BF1551,Footwear,Female,20,Sandals,San Antonio,15,1,15,4
197758,3/15/2024,BF1546,Garment,Male,33,Pants,San Antonio,118,1,118,5
151631,5/1/2024,BF1551,Accessories,Male,26,Gloves,Portland,15,1,15,2
194418,9/2/2024,BF1548,Garment,Male,30,Skirt,Miami,65,4,260,4
183753,3/30/2024,BF1554,Footwear,Female,31,Sneakers,Cardiff,20,4,240,4
154579,3/27/2024,BF1550,Garment,Male,35,T-shirt,Glasgow,97,2,274,5
177667,8/20/2024,BF1552,Accessories,Male,22,Backpack,San Francisco,45,3,135,3
183737,12/19/2023,BF1551,Footwear,Male,34,Shoes,Austin,15,4,60,3
181320,5/31/2024,BF1551,Garment,Male,23,Hoodie,Montreal,15,1,40,2
166728,1/25/2024,BF1547,Garment,Male,29,Blouse,Memphis,32,1,32,3
180784,11/22/2023,BF1552,Outerwear,Male,28,Coat,Manchester,45,1,85,5
145855,6/26/2024,BF1548,Accessories,Female,22,Hat,Dublin,65,1,105,3
122636,4/18/2024,BF1553,Footwear,Male,29,Shoes,Portland,50,1,50,5
153495,5/5/2024,BF1545,Accessories,Male,28,Belt,Pittsburgh,10,1,10,4
195640,4/28/2024,BF1551,Accessories,Male,21,Backpack,Cleveland,15,3,45,1
122077,10/16/2024,BF1551,Outerwear,Male,25,Jacket,Portland,15,1,15,5
192918,8/9/2024,BF1554,Footwear,Male,18,Boots,Portland,20,1,20,4
188553,3/28/2024,BF1549,Accessories,Male,33,Scarf,Detroit,130,1,130,4
171654,6/21/2024,BF1548,Accessories,Male,32,Jewelry,San Antonio,65,2,130,4
167856,5/25/2024,BF1543,Accessories,Male,22,Hat,New Jersey,100,1,100,5
156566,11/20/2023,BF1550,Garment,Male,21,Dress,Miami,97,1,97,3
124563,12/29/2023,BF1548,Garment,Male,27,Blouse,Paris,65,1,115,4
122527,5/30/2024,BF1545,Accessories,Female,22,Hat,Detroit,10,1,10,5
132714,4/1/2024,BF1548,Accessories,Male,25,Scarf,Sacramento,65,1,65,1
160595,12/6/2023,BF1543,Footwear,Male,25,Sneakers,Portland,100,1,100,3
150539,6/26/2024,BF1549,Garment,Male,20,Shirt,Las Vegas,130,1,130,2
179061,2/7/2024,BF1550,Garment,Male,35,T-shirt,Sacramento,97,1,97,3
155374,5/1/2024,BF1548,Accessories,Male,21,Gloves,San Francisco,65,1,65,4
156992,7/28/2024,BF1545,Garment,Male,27,Skirt,Cardiff,10,3,150,4
180627,2/25/2024,BF1547,Footwear,Male,22,Sandals,New Delhi,32,1,102,5
132929,7/20/2024,BF1548,Outerwear,Male,25,Jacket,Las Vegas,65,1,65,4
169686,9/6/2024,BF1548,Garment,Male,18,Skirt,Miami,65,2,130,4
125304,6/14/2024,BF1548,Accessories,Male,28,Handbag,San Antonio,65,1,65,3
132537,3/29/2024,BF1551,Accessories,Female,31,Handbag,New York,15,3,45,5
142468,5/4/2024,BF1552,Outerwear,Female,33,Jacket,Las Vegas,45,2,90,5
170125,9/9/2024,BF1553,Accessories,Male,24,Scarf,Manchester,50,1,90,5
193227,5/30/2024,BF1551,Garment,Male,27,Shorts,New York,15,2,30,5
134411,7/13/2024,BF1543,Accessories,Male,32,Sunglasses,Cleveland,100,1,100,5
175881,5/30/2024,BF1545,Garment,Male,22,T-shirt,Memphis,10,1,10,5
159414,4/22/2024,BF1548,Accessories,Male,33,Belt,Cleveland,65,2,130,5
155137,12/6/2023,BF1544,Footwear,Female,22,Sneakers,Paris,9,2,118,2
174788,5/16/2024,BF1543,Accessories,Male,25,Hat,Pittsburgh,100,1,100,4
182604,4/19/2024,BF1554,Accessories,Male,21,Gloves,San Francisco,20,1,20,3
186493,5/4/2024,BF1543,Garment,Male,24,Pants,New Jersey,100,4,400,4
125592,9/10/2024,BF1544,Garment,Male,33,Socks,Liverpool,9,1,49,5
174567,4/12/2024,BF1543,Outerwear,Female,30,Jacket,San Francisco,100,4,400,1
177508,9/18/2024,BF1547,Footwear,Male,25,Shoes,Austin,32,1,32,4
131784,8/9/2024,BF1544,Garment,Female,30,Jeans,Portland,9,1,9,4
152883,8/31/2024,BF1544,Garment,Female,32,Socks,Cardiff,9,4,196,5
127588,11/29/2023,BF1551,Footwear,Female,28,Sandals,San Antonio,15,1,15,5
163608,3/5/2024,BF1550,Accessories,Male,31,Scarf,Memphis,97,1,97,1
159392,2/26/2024,BF1555,Garment,Male,34,Blouse,Memphis,23,1,23,1
157659,1/27/2024,BF1545,Accessories,Male,20,Jewelry,San Antonio,10,1,10,5
152161,3/25/2024,BF1543,Garment,Male,26,Sweater,San Francisco,100,2,200,4
138323,2/3/2024,BF1543,Accessories,Male,26,Gloves,Austin,100,2,200,4
145046,5/30/2024,BF1548,Accessories,Male,27,Sunglasses,San Francisco,65,1,65,4
162525,2/8/2024,BF1546,Outerwear,Male,23,Coat,Portland,118,2,236,4
189623,12/18/2023,BF1545,Garment,Female,25,Dress,Pittsburgh,10,3,30,3
180238,12/17/2023,BF1550,Garment,Male,34,Skirt,Las Vegas,97,1,97,5
131954,9/8/2024,BF1547,Garment,Female,22,Pants,San Francisco,32,1,32,2
168008,6/16/2024,BF1548,Garment,Male,34,Sweater,Toronto,65,1,90,5
147877,10/5/2024,BF1551,Garment,Male,35,Hoodie,Memphis,15,2,30,2
128702,8/20/2024,BF1551,Outerwear,Male,34,Coat,San Francisco,15,1,15,4
151291,2/13/2024,BF1546,Accessories,Male,29,Jewelry,Glasgow,118,1,158,1
148784,11/5/2023,BF1554,Accessories,Male,21,Belt,New Jersey,20,4,80,5
183686,6/10/2024,BF1553,Footwear,Female,24,Sandals,Cardiff,50,1,90,5
133696,7/4/2024,BF1548,Accessories,Male,28,Sunglasses,Las Vegas,65,4,260,1
120627,2/22/2024,BF1551,Garment,Male,21,Sweater,Austin,15,1,15,5
172867,3/15/2024,BF1548,Accessories,Female,25,Belt,Cardiff,65,2,210,5
155930,1/4/2024,BF1548,Accessories,Male,28,Handbag,Detroit,65,1,65,5
172590,10/29/2024,BF1548,Garment,Male,29,Skirt,San Francisco,65,4,260,1
198462,8/1/2024,BF1550,Accessories,Male,26,Handbag,Pittsburgh,97,2,194,3
175187,12/21/2023,BF1548,Garment,Female,22,Shorts,Austin,65,2,130,5
187024,5/26/2024,BF1546,Footwear,Female,27,Boots,Mumbai,118,1,188,5
143346,9/26/2024,BF1550,Accessories,Male,29,Sunglasses,Cleveland,97,3,291,1
169574,12/6/2023,BF1554,Accessories,Female,25,Scarf,San Antonio,20,1,20,4
124594,6/14/2024,BF1549,Accessories,Male,27,Jewelry,Detroit,130,4,520,5
124346,10/24/2024,BF1548,Accessories,Male,21,Handbag,New Delhi,65,1,135,5
136137,3/26/2024,BF1546,Accessories,Male,32,Gloves,Glasgow,118,1,158,3
127778,12/7/2023,BF1548,Garment,Male,19,Jeans,Dublin,65,1,105,4
129800,7/15/2024,BF1549,Accessories,Male,18,Hat,Montreal,130,1,155,3
194324,1/7/2024,BF1548,Garment,Male,19,Jeans,Glasgow,65,3,315,3
162134,12/9/2023,BF1551,Garment,Female,28,Pants,Pittsburgh,15,2,30,3
176186,9/16/2024,BF1544,Garment,Male,30,Shorts,Sacramento,9,1,9,5
170835,5/8/2024,BF1544,Garment,Female,22,Pants,New York,9,1,9,2
131976,5/9/2024,BF1548,Accessories,Male,30,Backpack,Sacramento,65,3,195,4
183810,10/11/2024,BF1554,Accessories,Female,30,Jewelry,Manchester,20,1,60,5
139408,2/25/2024,BF1545,Garment,Female,18,Sweater,Austin,10,1,10,5
165573,7/8/2024,BF1543,Footwear,Male,25,Shoes,San Francisco,100,1,100,4
176660,2/21/2024,BF1552,Garment,Male,19,Blouse,Pittsburgh,45,1,45,5
142333,12/8/2023,BF1543,Garment,Male,25,Jeans,Cleveland,100,1,100,1
145167,11/7/2023,BF1544,Accessories,Female,33,Sunglasses,London,9,3,147,4
157577,11/6/2023,BF1548,Accessories,Male,22,Jewelry,Portland,65,1,65,1
135350,1/15/2024,BF1545,Outerwear,Female,19,Coat,Liverpool,10,1,50,5
120568,12/20/2023,BF1548,Accessories,Male,33,Jewelry,Las Vegas,65,1,65,4
160095,3/14/2024,BF1551,Accessories,Male,27,Backpack,Sacramento,15,1,15,4
179056,5/5/2024,BF1549,Garment,Male,21,Skirt,New Delhi,130,1,200,5
165451,4/8/2024,BF1544,Garment,Male,19,Shirt,San Francisco,9,4,36,1
121799,7/1/2024,BF1548,Garment,Male,24,Sweater,San Antonio,65,2,130,3
123216,5/26/2024,BF1548,Footwear,Male,29,Sneakers,San Antonio,65,1,65,4
140248,3/17/2024,BF1554,Footwear,Male,25,Sandals,Austin,20,1,20,4
137696,5/30/2024,BF1549,Accessories,Male,35,Belt,Las Vegas,130,1,130,3
181638,3/26/2024,BF1545,Garment,Male,21,Skirt,Memphis,10,1,10,1
151980,6/6/2024,BF1550,Garment,Male,23,Sweater,Sacramento,97,2,194,5
148836,5/20/2024,BF1543,Garment,Male,32,Skirt,Toronto,100,1,125,5
174505,5/4/2024,BF1549,Accessories,Male,19,Handbag,Liverpool,130,2,340,1
173095,2/25/2024,BF1551,Accessories,Female,21,Jewelry,Paris,15,3,195,4
164321,10/23/2024,BF1550,Accessories,Female,29,Scarf,San Antonio,97,1,97,2
126695,9/25/2024,BF1550,Garment,Male,27,T-shirt,Sydney,97,1,197,5
134130,3/25/2024,BF1551,Outerwear,Male,31,Coat,Portland,15,5,75,4
139393,3/20/2024,BF1551,Garment,Female,29,T-shirt,New Delhi,15,1,85,1
195939,9/21/2024,BF1545,Garment,Female,22,Dress,Austin,10,5,50,1
140569,11/10/2023,BF1551,Footwear,Male,24,Shoes,San Antonio,15,1,15,5
154216,4/1/2024,BF1543,Accessories,Male,30,Handbag,New Delhi,100,3,510,3
121139,7/28/2024,BF1555,Garment,Female,25,Skirt,Toronto,23,1,48,5
174578,12/6/2023,BF1548,Accessories,Male,20,Sunglasses,San Antonio,65,2,130,2
136284,10/18/2024,BF1546,Footwear,Male,30,Sandals,New Delhi,118,1,188,4
174848,1/8/2024,BF1544,Footwear,Female,33,Shoes,Sacramento,9,1,9,4
143605,7/9/2024,BF1548,Garment,Male,32,T-shirt,Miami,65,1,65,5
175671,12/30/2023,BF1543,Footwear,Male,35,Sneakers,New Jersey,100,1,100,5
134459,7/22/2024,BF1544,Accessories,Male,18,Hat,Memphis,9,2,18,3
172320,10/20/2024,BF1545,Garment,Male,21,Skirt,Sacramento,10,4,40,3
132074,5/14/2024,BF1543,Garment,Male,23,Sweater,Mumbai,100,1,170,3
131113,10/15/2024,BF1550,Footwear,Male,33,Sandals,Detroit,97,1,97,5
120352,3/12/2024,BF1552,Garment,Male,30,Dress,San Antonio,45,1,45,5
141396,11/10/2023,BF1547,Garment,Male,29,Sweater,Cleveland,32,3,96,4
175005,1/8/2024,BF1550,Outerwear,Male,33,Jacket,New Jersey,97,1,97,1
194465,8/17/2024,BF1548,Accessories,Male,32,Gloves,Liverpool,65,2,210,1
155578,8/30/2024,BF1555,Accessories,Female,22,Handbag,Las Vegas,23,1,23,4
186982,2/9/2024,BF1548,Garment,Male,30,Dress,Austin,65,1,65,5
169541,1/24/2024,BF1543,Garment,Female,20,Pants,Cardiff,100,2,280,2
131028,1/26/2024,BF1544,Garment,Female,26,Jeans,Las Vegas,9,1,9,3
154809,12/6/2023,BF1543,Garment,Female,32,Pants,New York,100,2,200,2
153900,3/15/2024,BF1546,Garment,Female,22,Dress,Sacramento,118,3,354,5
197147,2/5/2024,BF1546,Garment,Female,34,Pants,Sacramento,118,1,118,5
163287,3/7/2024,BF1551,Accessories,Female,29,Jewelry,Sydney,15,1,115,4
121864,6/21/2024,BF1547,Accessories,Male,28,Handbag,Pittsburgh,32,1,32,4
164997,2/24/2024,BF1550,Garment,Female,27,Sweater,Sacramento,97,1,97,1
132072,5/30/2024,BF1546,Accessories,Male,35,Backpack,Mumbai,118,1,188,3
170544,4/29/2024,BF1545,Garment,Male,24,Shorts,Manchester,10,1,50,4
199094,9/2/2024,BF1543,Accessories,Male,21,Jewelry,San Francisco,100,1,100,3
164930,8/23/2024,BF1548,Footwear,Male,31,Sneakers,Miami,65,1,65,1
154335,8/31/2024,BF1545,Accessories,Male,33,Belt,Mumbai,10,3,240,2
